Hours_Studied,CGPA,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
2,9.4,No,6,0,70.0
7,5.4,Yes,6,1,41.0
2,8.6,Yes,6,2,62.0
2,6.0,No,8,5,38.0
9,8.5,No,5,0,81.0
7,9.7,No,7,7,88.0
3,7.0,Yes,7,1,46.0
3,4.6,Yes,8,4,25.0
7,5.6,Yes,8,7,48.0
5,9.5,Yes,4,4,81.0
6,5.8,No,9,7,49.0
8,7.8,Yes,5,5,72.0
9,9.9,No,6,6,96.0
1,4.2,Yes,9,7,17.0
3,6.9,Yes,6,2,48.0
7,7.4,Yes,9,4,69.0
6,9.7,No,7,9,85.0
7,9.6,No,9,6,85.0
8,6.8,No,8,8,64.0
6,8.9,No,5,5,79.0
3,9.1,Yes,7,9,74.0
2,9.3,Yes,9,0,69.0
7,5.3,Yes,5,7,44.0
1,7.4,Yes,8,5,50.0
3,6.7,Yes,6,0,48.0
4,9.7,No,4,3,77.0
1,6.9,No,5,5,46.0
5,6.5,Yes,6,9,51.0
3,4.6,Yes,5,0,23.0
2,7.8,Yes,5,9,56.0
3,7.0,Yes,5,4,47.0
8,4.4,No,8,2,42.0
6,7.4,Yes,7,6,64.0
7,8.9,Yes,5,7,80.0
6,8.6,Yes,8,2,73.0
6,9.1,Yes,4,9,80.0
3,5.3,No,7,2,34.0
8,7.5,Yes,8,2,69.0
7,6.6,No,4,5,54.0
7,6.3,No,7,5,56.0
6,7.9,Yes,8,2,66.0
5,6.8,Yes,4,5,53.0
8,9.2,Yes,8,8,89.0
5,8.4,Yes,4,7,70.0
9,6.1,Yes,5,6,59.0
9,4.7,No,5,6,41.0
1,5.4,No,7,7,28.0
6,8.8,No,4,6,75.0
7,4.4,No,5,2,34.0
3,9.1,No,7,7,68.0
7,4.3,Yes,6,7,32.0
7,5.0,Yes,5,0,44.0
2,5.7,No,5,9,35.0
7,8.1,Yes,9,4,74.0
1,8.8,Yes,8,4,64.0
5,6.9,No,6,0,57.0
9,5.4,No,4,5,46.0
7,4.5,No,7,5,36.0
7,9.4,Yes,6,3,85.0
2,9.2,No,4,5,71.0
8,5.5,No,5,5,49.0
3,8.6,Yes,9,0,71.0
8,7.9,Yes,7,4,76.0
3,4.8,No,7,1,26.0
7,8.2,Yes,6,6,74.0
2,9.8,No,8,8,78.0
4,7.3,Yes,4,8,59.0
6,6.6,No,9,8,55.0
9,5.2,Yes,9,6,51.0
5,7.5,Yes,6,6,57.0
9,6.6,Yes,8,0,63.0
5,4.8,No,8,5,37.0
8,4.4,No,8,4,41.0
1,9.0,No,7,7,67.0
7,6.1,Yes,4,7,56.0
4,7.0,Yes,4,3,51.0
5,4.2,Yes,6,0,26.0
6,6.9,No,5,5,56.0
5,6.0,Yes,6,9,48.0
1,7.4,No,4,0,52.0
9,4.5,No,7,4,42.0
2,6.7,No,6,4,41.0
9,7.1,No,5,2,64.0
2,8.1,No,9,4,57.0
9,7.6,Yes,6,5,72.0
6,6.4,Yes,8,4,52.0
9,7.1,Yes,5,0,67.0
6,7.4,Yes,8,6,61.0
6,6.1,Yes,7,2,51.0
2,6.3,Yes,4,6,42.0
8,7.8,No,6,4,71.0
3,9.3,Yes,6,2,74.0
7,6.9,No,8,5,62.0
5,8.9,No,8,0,76.0
3,7.1,No,4,5,50.0
1,7.0,No,6,3,42.0
8,6.2,No,4,3,55.0
3,7.9,Yes,8,4,60.0
2,7.2,Yes,9,8,52.0
1,6.4,Yes,8,0,36.0
4,7.5,No,5,2,53.0
8,6.3,Yes,8,3,54.0
3,7.0,Yes,8,1,47.0
1,9.7,No,9,8,70.0
4,7.8,No,4,6,62.0
9,8.5,Yes,5,0,82.0
1,5.2,No,5,8,26.0
2,4.9,No,6,5,25.0
9,6.2,No,9,1,55.0
2,5.7,Yes,7,0,34.0
3,7.1,No,6,5,51.0
7,7.2,No,6,6,63.0
3,7.5,No,6,9,54.0
9,6.7,No,5,5,62.0
6,5.5,No,4,6,43.0
3,5.5,Yes,8,5,34.0
9,5.7,Yes,5,7,56.0
1,4.7,No,8,1,24.0
3,8.1,No,8,8,65.0
1,5.5,Yes,7,8,31.0
2,9.4,Yes,6,8,72.0
8,9.5,No,7,6,90.0
7,5.0,No,6,8,43.0
2,4.5,Yes,5,0,23.0
2,4.0,No,8,2,18.0
9,5.1,No,7,1,44.0
6,9.6,Yes,9,0,84.0
5,7.7,Yes,5,4,62.0
6,6.7,Yes,5,0,56.0
9,8.4,Yes,9,2,87.0
7,9.7,No,6,5,89.0
9,5.6,No,8,5,55.0
4,4.0,No,6,2,18.0
2,7.1,No,6,3,46.0
8,4.7,Yes,5,6,42.0
4,9.3,Yes,6,5,72.0
9,7.9,No,4,1,75.0
4,9.5,No,9,8,79.0
8,8.2,No,9,5,78.0
9,8.5,Yes,8,1,81.0
9,6.3,Yes,9,6,63.0
4,4.9,Yes,6,9,35.0
1,8.6,No,6,9,63.0
3,7.8,No,7,3,59.0
9,7.8,No,8,0,76.0
4,4.9,Yes,8,9,33.0
5,7.5,No,9,8,62.0
7,6.4,Yes,6,9,58.0
5,9.9,No,4,7,82.0
4,8.9,No,7,4,73.0
2,9.8,Yes,4,2,75.0
2,9.6,Yes,6,3,71.0
4,4.9,No,8,2,30.0
9,5.8,Yes,8,9,58.0
8,8.5,Yes,4,7,80.0
3,8.4,Yes,5,4,65.0
9,5.4,Yes,6,7,51.0
5,5.5,Yes,8,0,44.0
3,4.1,No,9,8,23.0
5,6.8,No,5,9,56.0
4,4.3,No,8,2,25.0
8,9.2,No,9,0,89.0
5,8.9,Yes,8,2,75.0
8,6.8,No,5,1,60.0
9,7.0,Yes,4,6,64.0
4,5.6,No,6,9,40.0
7,4.9,No,5,3,37.0
2,6.6,Yes,5,6,42.0
6,9.2,No,8,2,78.0
8,8.0,No,9,5,72.0
7,5.4,No,5,6,44.0
7,9.9,No,6,6,89.0
8,8.3,No,4,4,77.0
7,7.0,No,9,5,62.0
5,6.0,No,4,2,46.0
7,9.9,Yes,4,3,94.0
3,9.8,No,6,5,80.0
5,9.7,No,8,2,83.0
7,8.0,No,9,6,74.0
9,8.5,No,9,2,85.0
2,8.4,No,6,8,61.0
4,9.9,No,9,3,85.0
7,6.5,Yes,5,1,58.0
1,7.7,No,7,5,52.0
2,9.0,No,7,8,69.0
9,7.5,Yes,7,9,78.0
7,9.1,Yes,4,9,82.0
7,5.6,No,9,1,47.0
6,9.0,No,6,3,79.0
3,4.2,No,9,4,21.0
3,5.3,Yes,6,8,33.0
2,8.8,Yes,9,6,65.0
6,5.2,No,4,4,35.0
4,8.0,No,5,5,63.0
5,6.6,Yes,7,8,50.0
3,4.0,Yes,7,3,18.0
6,9.6,Yes,9,1,88.0
3,5.6,Yes,4,4,35.0
8,8.7,No,7,6,82.0
9,8.9,Yes,9,3,87.0
4,7.3,Yes,8,0,59.0
9,5.3,No,9,7,56.0
7,9.3,Yes,6,4,86.0
3,9.4,No,7,9,70.0
7,9.8,Yes,7,1,90.0
1,5.6,No,8,2,28.0
3,4.2,Yes,5,9,21.0
6,7.3,No,9,9,64.0
4,7.9,No,5,4,61.0
7,6.4,Yes,9,3,54.0
3,4.1,No,8,8,20.0
1,7.3,No,5,8,49.0
9,6.5,Yes,4,7,65.0
6,7.0,No,8,1,61.0
8,4.8,No,9,4,40.0
3,6.9,Yes,6,7,49.0
8,5.9,Yes,6,7,52.0
2,6.0,No,6,6,38.0
4,6.8,No,9,3,51.0
3,9.8,No,7,2,76.0
1,6.4,No,8,7,42.0
7,7.7,No,8,7,68.0
2,9.7,Yes,5,9,77.0
4,8.3,No,8,4,65.0
9,6.4,Yes,8,2,63.0
6,4.8,Yes,5,4,35.0
8,7.8,Yes,8,3,71.0
2,8.3,Yes,8,7,64.0
7,6.5,No,4,1,53.0
6,9.6,No,9,7,87.0
9,7.6,No,5,9,71.0
7,5.5,Yes,4,5,43.0
1,7.6,Yes,7,3,54.0
8,5.1,No,5,2,44.0
3,6.3,Yes,9,9,45.0
2,6.5,No,8,4,42.0
3,5.9,Yes,8,5,38.0
6,4.8,Yes,4,0,36.0
3,6.2,Yes,4,0,43.0
5,7.8,Yes,7,9,67.0
6,6.8,Yes,7,2,58.0
8,7.0,Yes,9,1,64.0
7,5.8,Yes,8,0,51.0
8,5.9,No,6,7,57.0
3,6.2,No,7,0,40.0
4,8.2,Yes,8,9,68.0
6,6.6,Yes,7,7,58.0
7,6.9,No,5,4,63.0
9,6.0,Yes,4,3,56.0
1,8.3,No,8,7,60.0
8,7.4,No,7,7,68.0
8,8.8,No,4,7,82.0
6,4.6,No,6,2,33.0
4,6.1,No,7,7,47.0
3,4.9,Yes,8,0,32.0
3,6.2,Yes,5,3,39.0
6,5.4,No,4,4,41.0
8,6.9,Yes,4,5,61.0
7,7.3,No,5,4,63.0
1,5.2,Yes,8,4,27.0
6,9.9,Yes,9,4,88.0
7,4.3,Yes,6,8,35.0
7,5.7,Yes,9,9,48.0
9,9.5,Yes,5,9,95.0
5,6.2,Yes,6,2,48.0
1,7.2,Yes,8,1,45.0
2,7.3,Yes,7,9,49.0
4,7.3,No,7,1,57.0
5,7.5,No,9,7,61.0
9,7.4,Yes,8,4,75.0
1,5.6,Yes,6,4,26.0
3,6.7,Yes,9,5,47.0
5,5.3,No,5,8,37.0
3,7.3,Yes,9,6,55.0
4,8.7,Yes,8,4,73.0
3,5.0,No,8,4,30.0
4,9.6,No,7,9,80.0
1,5.2,No,5,8,24.0
8,7.2,Yes,7,8,66.0
4,9.6,No,6,1,77.0
7,9.4,Yes,6,6,86.0
2,4.1,No,4,9,13.0
2,7.3,Yes,8,0,52.0
6,9.2,Yes,5,3,80.0
2,6.8,Yes,5,1,44.0
6,7.6,No,7,9,68.0
2,4.3,Yes,9,8,23.0
4,5.1,Yes,9,5,36.0
7,6.5,Yes,7,3,58.0
8,9.7,No,9,2,91.0
3,6.7,Yes,5,3,48.0
9,4.2,Yes,7,1,40.0
2,5.9,Yes,9,4,33.0
8,4.9,Yes,4,8,46.0
8,9.1,No,8,5,87.0
4,5.7,Yes,4,1,39.0
1,9.2,No,9,5,70.0
1,9.2,No,6,8,67.0
2,9.2,Yes,5,3,68.0
9,6.6,No,4,0,61.0
2,7.0,No,4,1,51.0
2,6.6,No,7,4,43.0
6,8.1,Yes,7,9,70.0
7,4.0,No,7,6,34.0
7,4.5,No,9,7,33.0
9,5.0,Yes,6,2,46.0
6,7.3,Yes,4,8,60.0
8,7.8,No,8,1,73.0
6,5.9,No,7,3,47.0
2,9.2,No,6,3,67.0
1,6.0,Yes,9,5,37.0
5,6.0,No,6,9,44.0
9,5.7,Yes,7,5,55.0
8,6.0,No,5,2,52.0
4,5.8,No,4,8,42.0
5,4.3,Yes,7,4,28.0
5,5.2,No,8,1,31.0
6,5.7,Yes,4,5,42.0
3,9.1,No,6,2,71.0
5,6.8,Yes,8,7,54.0
2,6.4,Yes,4,2,42.0
1,9.5,No,8,4,68.0
1,5.2,Yes,6,3,27.0
7,6.6,No,7,3,59.0
2,9.9,Yes,8,1,77.0
4,5.8,Yes,7,7,43.0
5,8.8,Yes,6,2,73.0
7,4.0,No,6,3,31.0
2,7.7,Yes,8,5,55.0
6,5.8,Yes,8,8,49.0
1,9.1,Yes,6,3,65.0
7,4.0,No,8,2,30.0
9,7.9,No,8,4,75.0
5,5.6,Yes,8,8,43.0
5,6.0,Yes,9,0,49.0
4,6.1,No,8,4,44.0
3,5.4,Yes,4,3,35.0
9,8.9,Yes,6,4,88.0
5,7.8,Yes,6,6,65.0
8,8.7,Yes,5,6,82.0
9,7.8,Yes,7,6,76.0
5,7.1,Yes,5,0,54.0
9,8.8,No,8,8,90.0
2,4.3,Yes,8,6,23.0
9,8.3,Yes,4,3,79.0
4,8.4,No,4,3,65.0
6,7.1,No,4,1,59.0
6,4.3,No,4,5,28.0
6,9.2,No,4,9,79.0
2,4.0,Yes,4,2,11.0
7,7.2,No,4,0,61.0
6,4.6,Yes,4,4,36.0
1,4.8,No,9,5,22.0
2,4.0,No,4,4,20.0
7,5.5,No,6,4,45.0
1,5.7,Yes,4,9,32.0
1,9.3,No,7,7,68.0
1,8.6,No,4,9,55.0
8,4.5,No,9,0,38.0
4,4.1,Yes,8,7,23.0
4,4.8,Yes,9,6,33.0
2,4.3,No,9,0,22.0
1,8.4,Yes,8,8,60.0
9,6.2,No,4,3,58.0
7,9.3,Yes,4,6,84.0
4,8.2,No,8,2,67.0
6,8.4,Yes,7,7,79.0
2,8.2,No,5,3,61.0
7,9.0,Yes,6,1,80.0
2,4.7,Yes,8,1,27.0
8,7.8,No,4,7,72.0
8,6.4,No,6,7,61.0
1,5.5,Yes,4,0,25.0
8,7.4,No,5,5,67.0
2,5.6,No,5,8,33.0
6,5.7,No,8,8,46.0
1,9.9,No,6,1,73.0
5,6.6,Yes,9,7,54.0
7,5.4,No,6,7,44.0
1,9.9,Yes,9,3,74.0
2,5.6,Yes,5,3,31.0
7,8.2,No,4,4,73.0
6,4.4,No,9,9,34.0
3,5.5,Yes,9,6,36.0
2,5.4,No,8,0,27.0
4,8.1,No,7,8,66.0
3,8.5,Yes,5,2,66.0
7,7.3,Yes,9,3,64.0
8,8.7,Yes,5,6,82.0
2,5.8,No,8,4,34.0
7,4.7,No,4,4,38.0
8,8.6,Yes,6,0,79.0
6,4.9,Yes,5,1,35.0
6,4.4,No,8,4,33.0
1,9.1,No,8,1,65.0
4,8.7,No,8,0,69.0
1,9.2,Yes,6,9,66.0
4,6.5,No,5,2,45.0
2,6.1,No,9,0,37.0
5,8.3,Yes,8,9,71.0
9,6.2,No,6,7,59.0
3,5.2,Yes,4,7,32.0
8,4.8,No,7,7,40.0
3,8.8,Yes,5,6,73.0
6,5.9,Yes,6,6,48.0
4,6.7,Yes,7,1,52.0
8,8.3,No,7,8,79.0
6,9.6,No,6,6,85.0
8,7.6,No,9,4,72.0
1,6.3,No,9,3,39.0
6,8.3,Yes,6,7,72.0
1,7.2,No,6,4,51.0
1,5.9,No,8,5,36.0
8,9.9,Yes,4,3,89.0
7,8.7,Yes,9,1,82.0
3,6.9,Yes,8,6,51.0
6,8.3,Yes,7,1,75.0
9,4.8,No,7,6,44.0
7,8.4,Yes,7,6,72.0
3,8.8,No,6,0,66.0
6,5.6,No,5,9,41.0
4,7.5,Yes,8,9,59.0
3,5.3,Yes,5,2,31.0
9,5.8,Yes,4,2,54.0
2,4.6,Yes,4,5,23.0
1,9.8,Yes,8,2,75.0
2,4.2,No,7,8,21.0
7,7.2,Yes,9,4,69.0
1,8.3,No,4,5,56.0
6,7.1,Yes,5,5,60.0
7,8.6,No,5,7,79.0
9,5.0,No,9,9,47.0
8,8.1,No,6,2,72.0
6,4.1,Yes,7,8,31.0
3,6.5,Yes,6,6,45.0
8,4.3,Yes,8,5,40.0
7,5.6,No,4,0,46.0
3,5.6,No,9,3,38.0
9,6.7,Yes,9,4,64.0
2,6.9,Yes,9,1,46.0
3,7.9,No,6,0,58.0
2,6.2,No,6,1,37.0
1,8.5,Yes,8,7,62.0
4,6.3,Yes,5,9,49.0
5,6.8,Yes,5,5,53.0
6,4.3,No,8,9,30.0
5,7.7,No,9,1,59.0
1,6.8,Yes,5,8,40.0
3,5.8,Yes,8,7,37.0
1,6.6,Yes,5,3,41.0
5,6.8,Yes,8,9,56.0
5,9.5,Yes,5,6,81.0
6,7.5,No,9,2,66.0
8,7.4,Yes,6,5,71.0
1,9.1,No,6,2,64.0
4,4.5,No,9,9,31.0
1,9.8,No,5,2,72.0
9,6.2,No,9,8,57.0
7,7.8,No,8,5,67.0
7,8.5,No,6,7,76.0
5,8.3,No,4,3,68.0
7,8.7,No,5,3,78.0
2,9.1,Yes,4,7,68.0
4,4.7,Yes,4,6,25.0
7,9.4,Yes,7,4,86.0
3,4.1,Yes,4,1,15.0
2,5.2,Yes,4,5,28.0
2,7.9,No,9,0,58.0
1,9.6,No,7,6,72.0
5,6.0,No,7,8,45.0
6,7.0,No,7,4,59.0
6,9.1,No,8,4,78.0
9,8.7,Yes,7,6,84.0
4,7.5,Yes,9,4,56.0
1,8.7,No,8,9,62.0
6,9.1,Yes,5,3,78.0
5,7.7,Yes,8,0,62.0
6,6.6,Yes,5,5,54.0
3,7.5,Yes,7,8,57.0
2,8.7,Yes,7,3,61.0
6,6.2,No,5,9,49.0
1,9.4,Yes,6,3,71.0
7,6.0,Yes,9,4,55.0
7,5.2,No,8,5,44.0
7,7.6,No,9,2,68.0
1,8.6,No,9,8,60.0
4,6.5,No,4,0,45.0
7,7.9,No,7,5,72.0
9,4.6,No,8,5,41.0
5,8.5,No,9,7,73.0
2,7.8,No,8,4,57.0
7,6.1,Yes,9,8,55.0
1,7.8,No,7,8,53.0
7,6.2,No,9,1,53.0
6,9.7,Yes,5,4,87.0
7,6.9,No,7,6,61.0
3,5.7,No,8,1,38.0
3,8.1,No,6,6,60.0
7,5.7,No,9,8,49.0
2,8.5,Yes,5,7,64.0
1,4.9,Yes,7,9,23.0
9,7.8,No,4,8,72.0
9,6.9,Yes,7,3,71.0
7,6.5,Yes,8,7,59.0
7,4.6,Yes,8,8,38.0
3,4.6,Yes,4,9,24.0
2,4.4,Yes,5,1,18.0
7,4.0,Yes,8,9,33.0
9,8.5,No,5,2,81.0
1,5.7,No,5,0,30.0
4,5.2,Yes,7,0,32.0
6,6.4,Yes,5,9,50.0
7,7.9,Yes,9,5,73.0
7,4.7,No,8,0,38.0
2,4.9,No,8,4,28.0
4,7.1,No,6,5,57.0
5,5.6,No,5,8,41.0
1,7.7,No,6,5,52.0
1,5.4,No,7,3,26.0
3,5.4,Yes,6,0,28.0
3,9.6,No,5,5,74.0
8,8.7,No,8,6,81.0
9,7.9,No,7,4,81.0
1,9.0,Yes,5,5,61.0
2,5.9,No,7,9,38.0
2,5.4,Yes,4,7,29.0
4,7.4,Yes,5,0,57.0
2,4.5,No,4,7,21.0
7,6.9,No,6,1,57.0
9,9.6,No,5,1,94.0
7,4.7,Yes,4,7,39.0
6,7.0,No,9,1,59.0
1,8.7,Yes,8,7,64.0
9,8.6,Yes,6,4,83.0
5,7.1,No,5,8,53.0
5,8.4,No,5,8,70.0
6,9.7,No,8,7,92.0
9,9.1,Yes,8,8,92.0
8,5.4,No,4,6,47.0
8,5.7,Yes,4,7,51.0
8,5.2,No,4,5,45.0
1,6.3,Yes,7,8,34.0
1,7.9,No,6,1,50.0
8,5.3,No,5,2,45.0
5,6.7,Yes,6,1,54.0
9,5.0,Yes,8,5,52.0
2,4.5,No,9,2,20.0
9,9.5,Yes,6,0,93.0
8,6.4,Yes,6,3,53.0
9,4.0,Yes,4,4,35.0
4,6.4,Yes,8,3,48.0
1,4.1,No,6,5,18.0
1,7.1,Yes,5,2,43.0
5,5.2,No,4,9,36.0
2,7.2,No,6,5,51.0
8,7.1,No,8,9,65.0
5,9.5,Yes,9,0,81.0
5,6.3,No,5,5,45.0
2,6.6,No,9,7,46.0
7,4.3,No,8,9,32.0
8,6.3,No,8,7,60.0
1,6.2,No,8,0,33.0
2,6.8,Yes,9,6,45.0
4,7.3,No,7,9,54.0
5,6.0,Yes,5,9,46.0
2,6.9,No,8,3,49.0
1,6.5,No,7,5,38.0
9,5.9,Yes,4,5,53.0
1,5.5,Yes,7,4,30.0
4,4.2,No,4,9,24.0
2,8.8,No,9,8,69.0
4,7.6,No,7,9,57.0
8,9.7,No,9,7,94.0
8,7.9,No,8,5,77.0
9,8.3,Yes,7,3,79.0
5,6.4,No,7,3,50.0
7,6.2,No,8,8,52.0
3,8.3,Yes,4,3,64.0
4,9.8,Yes,8,6,86.0
9,4.0,No,5,5,33.0
1,7.2,Yes,7,1,47.0
2,5.4,Yes,5,4,31.0
5,5.6,Yes,8,2,42.0
3,7.3,No,9,8,54.0
2,5.6,No,8,9,33.0
1,9.1,No,6,0,61.0
3,9.7,Yes,5,9,78.0
1,8.0,No,6,3,55.0
1,8.3,No,5,3,59.0
1,4.3,Yes,9,8,20.0
8,5.2,No,6,0,43.0
3,4.3,Yes,6,1,19.0
1,4.6,Yes,5,0,17.0
7,8.5,Yes,8,0,73.0
3,9.8,Yes,4,0,72.0
8,4.8,No,8,2,39.0
4,6.2,No,4,3,44.0
4,7.2,No,5,9,52.0
5,7.2,Yes,7,1,58.0
6,5.9,No,8,0,45.0
7,4.3,No,6,4,36.0
4,4.0,Yes,8,5,22.0
8,9.3,Yes,5,1,86.0
6,8.1,No,7,2,68.0
1,7.3,Yes,7,9,47.0
1,6.6,No,8,2,40.0
9,6.0,Yes,8,1,58.0
6,6.3,Yes,9,3,53.0
8,5.4,No,8,4,46.0
7,7.4,Yes,5,7,66.0
6,6.4,Yes,4,5,49.0
4,9.4,Yes,9,8,77.0
7,4.8,No,4,2,36.0
9,5.6,No,6,9,55.0
7,6.0,No,5,8,49.0
1,9.9,Yes,9,3,76.0
9,5.2,Yes,7,7,45.0
4,4.2,Yes,9,9,28.0
3,4.3,Yes,6,6,25.0
4,4.3,No,7,6,27.0
4,8.2,No,9,8,67.0
2,6.7,Yes,7,9,44.0
1,4.6,No,8,1,18.0
1,6.5,No,7,4,37.0
8,5.0,No,9,2,43.0
2,6.3,Yes,7,6,43.0
5,8.2,No,5,2,66.0
4,4.9,No,8,4,34.0
8,7.6,No,8,4,77.0
2,5.2,No,6,1,31.0
9,8.3,No,8,0,80.0
7,8.1,Yes,4,5,71.0
7,7.8,No,5,0,69.0
1,5.8,No,6,8,34.0
2,9.0,Yes,4,9,69.0
4,5.8,No,7,4,44.0
4,5.1,Yes,4,0,30.0
3,9.1,Yes,6,7,73.0
7,6.1,Yes,8,0,52.0
8,8.6,Yes,5,3,81.0
2,7.6,No,6,6,52.0
4,9.5,No,4,3,77.0
3,6.9,Yes,4,4,44.0
2,8.5,No,6,6,62.0
6,5.1,Yes,9,3,44.0
4,6.8,No,9,4,51.0
6,6.0,No,6,6,48.0
2,5.0,Yes,9,0,30.0
4,9.9,No,6,2,82.0
6,7.6,Yes,8,0,61.0
5,8.7,No,6,2,72.0
3,9.7,No,7,1,78.0
8,5.7,No,5,4,53.0
7,8.3,Yes,5,9,78.0
3,9.8,Yes,7,4,79.0
6,6.6,Yes,4,9,56.0
4,7.6,No,4,8,58.0
5,8.7,Yes,4,7,72.0
5,5.1,Yes,4,2,37.0
7,6.2,Yes,8,0,56.0
5,7.3,No,7,4,59.0
3,7.7,No,5,2,54.0
5,6.2,No,7,4,47.0
7,9.2,No,5,8,84.0
5,6.4,Yes,4,0,50.0
5,4.3,No,8,0,27.0
9,6.9,Yes,6,8,67.0
3,6.9,No,6,2,48.0
6,5.2,Yes,9,9,42.0
1,8.1,Yes,4,4,55.0
5,8.8,No,4,8,73.0
8,5.3,Yes,7,4,46.0
5,9.5,Yes,8,2,81.0
9,8.6,Yes,8,8,82.0
6,4.7,Yes,7,6,35.0
8,9.4,No,8,6,92.0
8,6.3,No,8,7,59.0
3,5.7,Yes,6,4,35.0
7,7.4,No,8,1,65.0
7,6.4,Yes,4,8,53.0
6,5.6,Yes,6,2,45.0
7,7.1,No,4,1,61.0
2,9.5,Yes,4,9,74.0
9,6.3,No,7,9,60.0
1,4.6,Yes,9,4,23.0
1,5.2,No,8,7,25.0
3,6.6,No,8,2,45.0
3,8.7,Yes,8,5,68.0
1,4.4,No,8,8,21.0
7,7.5,Yes,6,1,65.0
4,6.5,No,5,7,45.0
2,8.1,Yes,4,9,58.0
5,8.4,No,9,6,76.0
6,7.0,No,9,2,57.0
9,4.9,No,5,0,46.0
4,8.5,Yes,5,5,68.0
2,6.5,No,5,1,40.0
5,6.1,Yes,6,2,45.0
3,5.1,No,5,4,31.0
2,7.1,No,6,7,50.0
1,6.6,Yes,7,1,43.0
2,7.2,No,7,5,50.0
6,9.2,Yes,9,0,80.0
8,9.1,Yes,7,6,90.0
3,5.9,Yes,6,3,38.0
9,7.8,Yes,6,0,73.0
9,8.0,Yes,4,8,78.0
2,7.9,No,5,8,54.0
8,9.8,Yes,8,2,92.0
5,5.2,No,8,5,39.0
4,5.3,Yes,5,6,41.0
5,8.3,Yes,8,3,71.0
4,7.9,No,8,5,65.0
8,9.2,No,8,8,87.0
4,6.1,Yes,9,9,47.0
6,5.7,Yes,6,5,42.0
2,8.7,No,6,6,62.0
5,6.8,No,6,5,54.0
6,8.2,Yes,5,6,71.0
5,5.5,Yes,7,0,42.0
2,8.5,Yes,9,5,64.0
7,7.4,No,9,8,70.0
4,9.2,Yes,8,2,77.0
8,7.3,No,4,5,62.0
7,4.2,No,6,3,28.0
7,4.3,Yes,9,6,36.0
9,9.3,Yes,9,6,92.0
1,4.4,No,4,8,18.0
6,4.9,Yes,8,3,37.0
6,9.1,Yes,9,7,81.0
6,6.8,No,9,7,57.0
6,7.1,Yes,7,7,61.0
7,7.0,No,4,7,62.0
6,4.1,No,8,5,27.0
1,5.1,Yes,8,7,26.0
3,6.6,No,6,5,48.0
2,4.4,No,7,9,18.0
6,7.6,Yes,8,1,66.0
8,6.6,No,7,2,59.0
3,6.2,Yes,6,5,41.0
8,7.2,No,4,6,64.0
8,4.3,No,9,3,40.0
5,9.8,No,9,0,84.0
8,6.0,No,5,3,51.0
6,6.3,No,5,5,49.0
5,8.3,No,5,7,67.0
9,7.0,No,9,3,70.0
7,8.3,Yes,7,9,75.0
8,8.7,No,5,0,80.0
1,6.3,Yes,4,4,35.0
2,8.8,No,8,6,65.0
8,9.2,No,7,5,86.0
9,4.9,Yes,9,2,45.0
4,8.8,Yes,4,6,69.0
9,8.8,Yes,9,3,86.0
4,8.9,No,7,4,75.0
9,4.1,Yes,7,6,39.0
7,7.0,No,7,1,59.0
2,6.4,No,6,3,42.0
9,4.3,Yes,8,3,42.0
4,9.0,No,5,5,70.0
8,5.0,Yes,6,6,48.0
7,5.6,Yes,8,3,49.0
7,8.3,Yes,9,9,78.0
8,4.1,Yes,5,0,34.0
1,4.5,No,6,0,18.0
5,4.8,No,6,4,33.0
2,4.4,Yes,4,0,20.0
2,5.9,Yes,6,2,35.0
1,6.8,No,7,8,46.0
5,6.0,No,9,2,42.0
2,4.8,Yes,6,2,23.0
4,6.7,No,7,8,51.0
3,9.4,No,8,4,75.0
3,4.7,No,8,7,27.0
2,7.0,No,7,9,48.0
6,5.9,Yes,4,8,45.0
2,6.6,No,4,5,40.0
8,4.7,Yes,8,6,42.0
8,9.3,Yes,9,6,90.0
5,6.0,Yes,6,6,45.0
7,6.7,No,8,3,55.0
4,6.2,No,8,1,45.0
1,4.5,Yes,7,1,20.0
2,4.2,No,4,6,15.0
4,4.4,Yes,9,9,28.0
1,4.8,Yes,7,6,25.0
8,4.6,No,8,9,39.0
9,9.9,No,5,6,96.0
4,4.3,No,6,7,24.0
3,7.8,Yes,8,2,63.0
2,4.4,Yes,7,4,19.0
5,5.0,No,5,5,31.0
3,5.4,Yes,5,7,35.0
7,7.3,Yes,8,7,65.0
6,5.2,Yes,9,9,41.0
1,9.3,No,4,2,65.0
8,8.7,No,5,3,83.0
2,4.6,No,6,5,22.0
5,7.9,Yes,7,3,68.0
9,4.5,No,7,9,40.0
8,9.5,Yes,7,3,92.0
2,7.8,Yes,8,4,54.0
9,8.9,Yes,7,9,90.0
5,6.9,No,7,6,57.0
6,6.1,Yes,6,1,47.0
3,6.4,No,4,1,43.0
3,6.7,Yes,9,9,50.0
8,9.3,No,8,8,91.0
2,5.9,No,8,3,34.0
2,7.8,No,7,4,54.0
5,4.2,No,6,2,26.0
6,4.4,No,5,1,34.0
2,4.0,No,7,9,18.0
5,5.4,No,7,7,38.0
7,6.5,No,8,3,57.0
8,4.2,Yes,8,0,34.0
7,7.9,Yes,7,5,68.0
8,9.6,Yes,8,5,92.0
9,8.0,Yes,6,1,77.0
5,8.6,Yes,5,1,71.0
